customer_id,age,gender,country,annual_income,total_spend,num_orders,avg_order_value,preferred_category,acquisition_channel,payment_method,device_type,customer_segment,satisfaction_score,days_since_last_order,churn_risk,loyalty_points,email_open_rate,return_rate,referral_count,account_age_days,avg_session_duration_sec,pages_per_session,cart_abandonment_rate,discount_usage_rate,reviews_submitted,wishlist_items,mobile_app_user,newsletter_subscriber,region
ECO-00749,38,Male,USA,23402,2785,8,348.12,Books & Media,Social Media,Wallet,Desktop,Potential Loyalist,4.0,47,0,14353,0.233,0.033,0,1939,59.0,1,0.699,0.706,1,1,1,0,North America
ECO-00750,30,Non-binary,Canada,56614,2801,9,311.22,Home & Garden,Paid Ads,Debit Card,Desktop,At-Risk,2.0,97,0,4484,0.232,0.105,2,2043,69.0,6,0.27,0.317,0,6,1,0,North America
ECO-00751,18,Male,UK,32930,2788,8,348.5,Fashion,Email,Credit Card,Mobile,Lost,4.0,113,0,14067,0.123,0.338,3,19,30.0,8,0.472,0.547,4,5,1,0,Europe
ECO-00752,23,Non-binary,Mexico,34609,1888,13,145.23,Books & Media,Email,UPI,Desktop,Potential Loyalist,3.0,7,0,6289,0.375,0.103,1,1385,30.0,15,0.805,0.236,1,4,1,1,Latin America
ECO-00753,28,Male,UAE,62872,7589,9,843.22,Beauty & Care,Paid Ads,Wallet,Mobile,Champion,5.0,8,0,7596,0.195,0.129,3,1362,36.0,7,0.281,0.338,2,10,0,0,Middle East
ECO-00754,27,Female,India,99978,3907,10,390.7,Fashion,Paid Ads,UPI,Mobile,At-Risk,3.0,6,0,8693,0.239,0.145,3,325,67.0,5,0.475,0.603,4,4,1,1,Asia Pacific
ECO-00755,18,Female,UAE,39827,2977,7,425.29,Beauty & Care,Email,Wallet,Tablet,Lost,3.0,17,0,2832,0.226,0.056,1,2357,78.0,7,0.845,0.182,0,7,1,1,Middle East
ECO-00756,38,Female,USA,45613,1949,4,487.25,Home & Garden,Organic Search,Debit Card,Mobile,Loyal,3.0,7,0,7592,0.373,0.148,3,1896,92.0,3,0.534,0.833,3,4,0,1,North America
ECO-00757,35,Female,Germany,17130,296,4,74.0,Beauty & Care,Email,Credit Card,Tablet,Loyal,5.0,8,0,8056,0.403,0.132,2,2409,40.0,6,0.608,0.087,4,0,0,0,Europe
ECO-00758,27,Non-binary,USA,33036,3553,8,444.12,Food & Gourmet,Organic Search,UPI,Desktop,Champion,5.0,92,0,1714,0.36,0.157,1,173,30.0,7,0.31,0.812,0,2,1,1,North America
ECO-00759,36,Female,South Korea,73733,4165,12,347.08,Fashion,Referral,Credit Card,Mobile,At-Risk,1.0,29,0,10017,0.512,0.045,3,2488,32.0,1,0.284,0.785,0,2,1,1,Asia Pacific
ECO-00760,34,Non-binary,India,66894,5342,7,763.14,Electronics,Social Media,Debit Card,Mobile,Loyal,4.0,153,1,2044,0.167,0.048,1,1358,30.0,8,0.463,0.363,3,4,1,0,Asia Pacific
ECO-00761,30,Non-binary,Germany,36001,3723,10,372.3,Beauty & Care,Organic Search,Crypto,Desktop,At-Risk,5.0,43,0,4574,0.469,0.036,2,2199,30.0,3,0.199,0.199,1,3,0,0,Europe
ECO-00762,30,Female,UAE,54546,2564,7,366.29,Home & Garden,Referral,Credit Card,Tablet,At-Risk,3.0,0,1,6943,0.198,0.094,1,62,53.0,4,0.476,0.627,2,4,1,0,Middle East
ECO-00763,28,Male,Australia,89047,10223,12,851.92,Electronics,Organic Search,Credit Card,Desktop,Lost,3.0,19,0,9135,0.21,0.008,4,1051,35.0,7,0.512,0.607,2,2,0,1,Asia Pacific
ECO-00764,37,Female,India,51785,5001,11,454.64,Sports & Fitness,Paid Ads,Debit Card,Smart TV,Lost,4.0,40,0,8909,0.201,0.043,0,280,41.0,5,0.333,0.578,0,4,0,0,Asia Pacific
ECO-00765,31,Female,Germany,67948,6232,12,519.33,Beauty & Care,Paid Ads,Debit Card,Desktop,Hibernating,4.0,92,0,1556,0.199,0.012,2,560,36.0,6,0.636,0.89,2,3,1,0,Europe
ECO-00766,41,Male,Australia,33943,3729,6,621.5,Home & Garden,Social Media,Debit Card,Desktop,Champion,3.0,4,0,9658,0.276,0.029,1,677,30.0,5,0.273,0.604,2,3,1,0,Asia Pacific
ECO-00767,31,Male,India,76973,2780,8,347.5,Beauty & Care,Organic Search,Debit Card,Mobile,New Customer,3.0,85,0,5824,0.052,0.113,2,1826,34.0,5,0.218,0.2,1,7,1,0,Asia Pacific
ECO-00768,28,Male,USA,52297,5652,12,471.0,Beauty & Care,Direct,Credit Card,Mobile,Loyal,5.0,2,0,11287,0.122,0.169,2,1131,280.0,6,0.401,0.163,1,3,1,1,North America
ECO-00769,39,Male,France,38660,3395,7,485.0,Fashion,Paid Ads,Credit Card,Mobile,Loyal,3.0,14,0,5095,0.103,0.077,0,1949,135.0,11,0.466,0.243,0,5,0,1,Europe
ECO-00770,32,Male,Germany,43517,3134,11,284.91,Beauty & Care,Organic Search,Debit Card,Mobile,Loyal,2.0,107,0,13657,0.146,0.044,3,1754,48.0,7,0.284,0.427,0,4,0,1,Europe
ECO-00771,27,Non-binary,Mexico,99735,9304,10,930.4,Food & Gourmet,Social Media,UPI,Smart TV,Champion,5.0,40,0,5858,0.682,0.081,1,84,30.0,9,0.496,0.425,2,1,1,1,Latin America
ECO-00772,24,Female,India,27579,2012,4,503.0,Toys & Games,Paid Ads,Debit Card,Mobile,Potential Loyalist,3.0,3,0,6594,0.376,0.105,3,2063,30.0,3,0.313,0.292,1,3,1,0,Asia Pacific
ECO-00773,45,Male,USA,73382,5549,5,1109.8,Sports & Fitness,Email,Credit Card,Tablet,Loyal,3.0,259,1,7806,0.365,0.25,1,2426,30.0,6,0.442,0.61,3,5,0,0,North America
ECO-00774,42,Male,India,77849,4979,14,355.64,Home & Garden,Paid Ads,Crypto,Desktop,At-Risk,5.0,6,0,12544,0.413,0.202,0,1856,59.0,6,0.397,0.645,0,6,1,1,Asia Pacific
ECO-00775,35,Female,Canada,33504,2414,3,804.67,Electronics,Organic Search,Credit Card,Smart TV,Potential Loyalist,4.0,66,0,9900,0.147,0.156,0,2268,30.0,4,0.627,0.4,2,6,1,0,North America
ECO-00776,24,Female,Canada,125658,6021,7,860.14,Sports & Fitness,Organic Search,Buy Now Pay Later,Desktop,Loyal,4.0,35,0,1976,0.312,0.023,1,1563,44.0,2,0.645,0.29,2,3,1,1,North America
ECO-00777,58,Male,Mexico,100529,6994,3,2331.33,Toys & Games,Social Media,Debit Card,Smart TV,Potential Loyalist,4.0,18,0,1787,0.289,0.124,1,1013,30.0,6,0.68,0.837,5,4,0,1,Latin America
ECO-00778,50,Female,India,24050,2182,7,311.71,Toys & Games,Organic Search,Debit Card,Mobile,Champion,4.0,22,0,1314,0.477,0.476,2,2433,30.0,7,0.536,0.26,2,4,0,1,Asia Pacific
ECO-00779,46,Female,Brazil,28365,719,7,102.71,Electronics,Organic Search,UPI,Tablet,New Customer,1.0,103,0,5498,0.343,0.169,2,1858,30.0,4,0.15,0.546,2,4,0,1,Latin America
ECO-00780,38,Female,UK,38646,4646,6,774.33,Electronics,Social Media,Debit Card,Mobile,Loyal,2.0,148,1,5538,0.125,0.245,3,1231,53.0,9,0.246,0.614,1,7,1,0,Europe
ECO-00781,31,Male,Brazil,33454,2330,6,388.33,Fashion,Referral,Wallet,Tablet,Hibernating,2.0,12,0,8912,0.106,0.19,0,1841,30.0,6,0.216,0.32,3,3,1,0,Latin America
ECO-00782,41,Female,South Korea,54095,5924,6,987.33,Home & Garden,Referral,UPI,Mobile,Champion,3.0,67,0,2307,0.2575,0.161,2,2393,30.0,6,0.307,0.56,1,2,1,1,Asia Pacific
ECO-00783,37,Male,UK,54967,5133,9,570.33,Books & Media,Email,UPI,Mobile,Potential Loyalist,3.0,102,0,12010,0.315,0.056,0,2161,47.0,10,0.385,0.074,0,6,0,0,Europe
ECO-00784,37,Female,UK,41156,2342,9,260.22,Food & Gourmet,Social Media,Wallet,Desktop,Loyal,3.0,3,0,100,0.573,0.428,1,368,86.0,9,0.265,0.451,6,5,1,0,Europe
ECO-00785,29,Male,USA,103142,11005,4,2751.25,Food & Gourmet,Organic Search,Credit Card,Mobile,Champion,4.0,176,1,7379,0.31,0.062,1,1161,42.0,10,0.431,0.518,1,2,1,1,North America
ECO-00786,33,Male,Australia,50271,5923,10,592.3,Books & Media,Organic Search,Wallet,Mobile,New Customer,4.0,39,0,3194,0.414,0.293,5,2277,30.0,2,0.734,0.107,4,3,0,0,Asia Pacific
ECO-00787,26,Female,Brazil,117523,5713,8,714.12,Electronics,Paid Ads,Debit Card,Desktop,Hibernating,5.0,74,0,318,0.302,0.121,1,1432,46.0,6,0.599,0.137,3,4,1,1,Latin America
ECO-00788,43,Male,Brazil,37332,1766,10,176.6,Toys & Games,Referral,Buy Now Pay Later,Mobile,Hibernating,4.0,67,0,1767,0.288,0.302,1,1362,30.0,2,0.153,0.217,0,4,1,1,Latin America
ECO-00789,31,Female,Mexico,76587,9279,13,713.77,Beauty & Care,Direct,Debit Card,Desktop,At-Risk,5.0,8,0,14443,0.154,0.3,3,302,30.0,4,0.205,0.491,3,5,1,0,Latin America
ECO-00790,58,Female,Japan,236371,10559,6,1759.83,Toys & Games,Organic Search,Debit Card,Mobile,Potential Loyalist,5.0,166,1,4778,0.336,0.056,3,1058,47.0,9,0.285,0.351,3,4,1,1,Asia Pacific
ECO-00791,28,Male,Germany,26388,1985,8,248.12,Books & Media,Direct,UPI,Mobile,Potential Loyalist,5.0,0,0,7981,0.076,0.263,4,40,30.0,5,0.054,0.112,4,3,1,1,Europe
ECO-00792,35,Non-binary,UK,53977,4501,10,450.1,Fashion,Direct,Credit Card,Mobile,At-Risk,2.0,43,0,10597,0.127,0.226,1,125,117.0,8,0.428,0.279,1,5,0,1,Europe
ECO-00793,53,Female,France,57349,1749,4,437.25,Home & Garden,Organic Search,Credit Card,Mobile,New Customer,4.0,1,0,14645,0.179,0.349,2,1905,40.0,3,0.628,0.745,3,2,0,1,Europe
ECO-00794,24,Non-binary,South Korea,19964,2043,9,227.0,Toys & Games,Organic Search,Debit Card,Smart TV,Loyal,4.0,0,1,14751,0.289,0.116,0,182,30.0,3,0.473,0.539,2,3,0,0,Asia Pacific
ECO-00795,46,Female,UK,47274,2536,7,362.29,Fashion,Organic Search,Debit Card,Desktop,New Customer,4.0,23,0,5160,0.363,0.122,1,681,30.0,9,0.493,0.409,2,4,0,0,Europe
ECO-00796,23,Female,India,101593,7174,14,512.43,Beauty & Care,Paid Ads,UPI,Mobile,Hibernating,5.0,9,0,9403,0.543,0.115,1,1130,35.0,10,0.475,0.469,3,1,1,0,Asia Pacific
ECO-00797,34,Female,India,24332,1222,11,111.09,Toys & Games,Direct,Credit Card,Mobile,Potential Loyalist,5.0,57,1,13874,0.581,0.212,0,1113,30.0,8,0.484,0.49,2,5,1,1,Asia Pacific
ECO-00798,33,Female,UAE,38841,4575,12,381.25,Books & Media,Paid Ads,Credit Card,Mobile,Hibernating,3.0,114,0,4672,0.032,0.31,2,317,32.0,9,0.227,0.08,3,2,0,1,Middle East
ECO-00799,32,Male,Canada,61250,4460,12,371.67,Sports & Fitness,Social Media,UPI,Desktop,At-Risk,5.0,160,1,4069,0.049,0.106,1,873,30.0,5,0.16,0.642,0,0,1,1,North America
ECO-00800,50,Male,Germany,35907,3204,10,320.4,Books & Media,Organic Search,Wallet,Desktop,New Customer,4.0,4,0,7790,0.127,0.106,1,1446,48.0,4,0.102,0.221,1,5,1,1,Europe
ECO-00801,48,Male,Brazil,19457,1055,10,105.5,Electronics,Email,Credit Card,Desktop,Lost,4.0,9,0,12978,0.231,0.204,3,1653,30.0,6,0.483,0.254,1,10,1,1,Latin America
ECO-00802,41,Female,USA,35587,1440,10,144.0,Sports & Fitness,Organic Search,Wallet,Mobile,Hibernating,4.0,21,0,12434,0.349,0.364,3,2057,30.0,7,0.893,0.528,4,4,0,1,North America
ECO-00803,33,Male,Canada,22246,2045,5,409.0,Fashion,Paid Ads,Credit Card,Desktop,Lost,5.0,11,0,9556,0.212,0.113,4,1044,30.0,10,0.387,0.306,1,4,1,0,North America
ECO-00804,18,Male,India,10623,1328,8,166.0,Books & Media,Email,Wallet,Desktop,Lost,4.0,3,0,5823,0.218,0.174,3,2218,89.0,11,0.718,0.312,2,5,1,0,Asia Pacific
ECO-00805,41,Female,Australia,29483,1112,10,111.2,Food & Gourmet,Direct,UPI,Mobile,Loyal,5.0,21,0,4085,0.178,0.192,3,2076,30.0,6,0.68,0.297,3,2,1,1,Asia Pacific
ECO-00806,33,Male,Japan,26521,1972,7,281.71,Fashion,Social Media,UPI,Desktop,Potential Loyalist,4.0,170,1,7451,0.398,0.111,1,1616,30.0,9,0.271,0.533,1,4,0,0,Asia Pacific
ECO-00807,25,Female,USA,15960,707,8,88.38,Food & Gourmet,Social Media,Debit Card,Smart TV,Loyal,3.0,54,0,5526,0.354,0.181,3,480,242.0,5,0.753,0.206,2,2,1,0,North America
ECO-00808,36,Female,USA,71304,5816,6,969.33,Fashion,Organic Search,Credit Card,Mobile,Hibernating,4.0,58,0,723,0.576,0.024,2,224,30.0,1,0.704,0.91,0,4,0,1,North America
ECO-00809,36,Non-binary,France,44468,3760,8,470.0,Books & Media,Email,Wallet,Mobile,At-Risk,4.0,37,0,3124,0.143,0.011,3,563,30.0,6,0.499,0.251,1,5,1,1,Europe
ECO-00810,32,Male,Australia,106670,3264,10,326.4,Sports & Fitness,Organic Search,UPI,Mobile,Champion,4.0,30,0,11127,0.08,0.315,2,2431,30.0,2,0.434,0.128,1,3,1,0,Asia Pacific
ECO-00811,38,Male,Australia,59061,4074,6,679.0,Electronics,Paid Ads,Credit Card,Desktop,Loyal,3.0,3,0,9541,0.283,0.139,2,513,45.0,10,0.471,0.296,4,8,1,0,Asia Pacific
ECO-00812,59,Female,Australia,86858,3628,10,362.8,Home & Garden,Direct,Credit Card,Desktop,Lost,4.0,84,0,1778,0.179,0.072,2,1478,30.0,5,0.33,0.523,1,7,1,1,Asia Pacific
ECO-00813,30,Female,Germany,48420,2502,5,500.4,Toys & Games,Paid Ads,UPI,Desktop,Potential Loyalist,2.0,57,1,14896,0.255,0.098,1,300,161.0,6,0.417,0.114,2,5,1,1,Europe
ECO-00814,46,Male,UK,34778,4061,9,451.22,Beauty & Care,Social Media,Debit Card,Smart TV,Hibernating,5.0,227,1,2990,0.38,0.16,2,873,44.0,8,0.393,0.572,2,9,1,0,Europe
ECO-00815,59,Female,Canada,21534,744,5,148.8,Fashion,Paid Ads,Credit Card,Desktop,New Customer,4.0,13,0,9538,0.198,0.176,2,526,30.0,5,0.268,0.765,0,8,1,0,North America
ECO-00816,39,Male,South Korea,36182,1055,10,105.5,Fashion,Organic Search,Credit Card,Desktop,Hibernating,5.0,28,0,11968,0.066,0.216,1,88,34.0,7,0.323,0.184,1,3,0,0,Asia Pacific
ECO-00817,36,Male,South Korea,38178,1545,8,193.12,Beauty & Care,Paid Ads,Debit Card,Mobile,New Customer,5.0,1,1,2588,0.259,0.178,2,657,67.0,3,0.333,0.474,1,1,1,1,Asia Pacific
ECO-00818,45,Male,Brazil,64868,8491,7,1213.0,Food & Gourmet,Paid Ads,UPI,Smart TV,Loyal,5.0,13,0,6428,0.425,0.229,0,2203,40.0,10,0.474,0.569,3,2,1,1,Latin America
ECO-00819,35,Male,India,54892,2042,5,408.4,Electronics,Organic Search,UPI,Mobile,Potential Loyalist,2.0,35,0,8196,0.24,0.276,1,556,32.0,5,0.409,0.237,3,3,0,1,Asia Pacific
ECO-00820,38,Female,France,75880,6218,8,777.25,Beauty & Care,Paid Ads,UPI,Mobile,Champion,4.0,224,1,8012,0.212,0.13,0,985,30.0,4,0.272,0.233,4,6,0,1,Europe
ECO-00821,19,Female,France,47663,2690,6,448.33,Home & Garden,Organic Search,UPI,Desktop,Potential Loyalist,5.0,23,0,732,0.256,0.044,3,1968,30.0,6,0.295,0.293,1,4,1,0,Europe
ECO-00822,33,Male,Germany,58494,6135,5,1227.0,Books & Media,Email,Wallet,Mobile,Hibernating,5.0,62,0,9587,0.292,0.091,1,412,30.0,7,0.383,0.642,1,5,1,1,Europe
ECO-00823,49,Male,USA,37696,4092,6,682.0,Food & Gourmet,Paid Ads,Credit Card,Mobile,Loyal,4.0,52,0,4100,0.141,0.146,1,268,60.0,12,0.201,0.445,2,7,0,0,North America
ECO-00824,34,Non-binary,Australia,37151,3577,10,357.7,Food & Gourmet,Paid Ads,Crypto,Mobile,Champion,4.0,41,0,14270,0.121,0.191,2,411,30.0,5,0.469,0.194,5,8,0,0,Asia Pacific
ECO-00825,55,Male,Mexico,27576,2593,7,370.43,Fashion,Paid Ads,UPI,Mobile,At-Risk,4.0,171,1,13883,0.313,0.436,1,1550,353.0,6,0.833,0.382,3,2,1,0,Latin America
ECO-00826,35,Male,UAE,39148,3577,8,447.12,Beauty & Care,Paid Ads,Debit Card,Desktop,New Customer,5.0,36,0,2493,0.164,0.014,6,180,90.0,7,0.556,0.344,4,4,1,1,Middle East
ECO-00827,43,Female,Germany,72792,5966,11,542.36,Electronics,Organic Search,Credit Card,Desktop,Champion,4.0,36,0,7869,0.44,0.13,1,904,30.0,8,0.229,0.454,2,5,0,1,Europe
ECO-00828,25,Male,UK,17520,2134,6,355.67,Toys & Games,Social Media,Credit Card,Mobile,Loyal,3.0,101,0,6361,0.064,0.075,2,640,37.0,6,0.221,0.324,4,6,1,0,Europe
ECO-00829,32,Female,USA,115050,11415,6,1902.5,Home & Garden,Paid Ads,Wallet,Mobile,New Customer,4.0,20,0,558,0.131,0.084,0,1051,30.0,12,0.584,0.417,4,2,1,0,North America
ECO-00830,30,Male,Mexico,30220,3284,9,364.89,Books & Media,Paid Ads,Credit Card,Tablet,Potential Loyalist,4.0,0,0,6872,0.241,0.19,2,2149,38.0,6,0.717,0.366,5,3,1,1,Latin America
ECO-00831,35,Female,Mexico,22779,2247,6,374.5,Sports & Fitness,Paid Ads,Credit Card,Tablet,New Customer,1.0,3,0,614,0.341,0.102,2,419,146.0,8,0.458,0.328,0,2,1,0,Latin America
ECO-00832,41,Male,Brazil,21855,699,14,49.93,Sports & Fitness,Paid Ads,Credit Card,Mobile,At-Risk,4.0,17,0,3256,0.36,0.066,1,2481,30.0,5,0.358,0.372,2,3,0,1,Latin America
ECO-00833,28,Male,USA,34491,1821,6,303.5,Food & Gourmet,Organic Search,Buy Now Pay Later,Smart TV,Potential Loyalist,4.0,145,1,13224,0.194,0.103,1,1599,145.0,5,0.355,0.18,3,4,1,0,North America
ECO-00834,21,Female,UK,118831,4579,8,572.38,Beauty & Care,Paid Ads,Crypto,Mobile,Potential Loyalist,4.0,46,0,7537,0.365,0.003,2,1893,30.0,5,0.555,0.177,0,3,1,1,Europe
ECO-00835,34,Male,France,62127,6621,11,601.91,Electronics,Referral,Wallet,Mobile,Hibernating,5.0,29,1,4796,0.272,0.042,0,1216,30.0,5,0.234,0.314,4,1,0,0,Europe
ECO-00836,41,Female,Japan,20252,1184,10,118.4,Home & Garden,Paid Ads,Crypto,Mobile,Hibernating,5.0,21,0,14658,0.485,0.129,1,595,72.0,4,0.471,0.66,5,3,0,0,Asia Pacific
ECO-00837,51,Female,Japan,23271,1663,9,184.78,Food & Gourmet,Referral,UPI,Desktop,At-Risk,4.0,3,0,11620,0.267,0.296,2,2428,128.0,3,0.568,0.718,0,5,1,1,Asia Pacific
ECO-00838,20,Non-binary,India,35727,4247,15,283.13,Beauty & Care,Referral,Buy Now Pay Later,Smart TV,Loyal,5.0,118,0,1260,0.238,0.135,0,393,30.0,6,0.541,0.672,0,3,0,1,Asia Pacific
ECO-00839,18,Male,Australia,45758,2240,11,203.64,Beauty & Care,Paid Ads,Debit Card,Mobile,New Customer,3.0,20,0,12536,0.406,0.154,2,522,30.0,7,0.514,0.181,2,0,0,1,Asia Pacific
ECO-00840,28,Female,UAE,67798,4138,12,344.83,Fashion,Organic Search,Buy Now Pay Later,Desktop,At-Risk,4.0,37,0,13847,0.124,0.075,1,1779,31.0,6,0.292,0.195,2,5,0,1,Middle East
ECO-00841,48,Male,India,188494,8833,3,2944.33,Beauty & Care,Email,Credit Card,Mobile,Hibernating,5.0,23,1,465,0.107,0.292,3,1740,87.0,9,0.031,0.643,2,5,1,1,Asia Pacific
ECO-00842,21,Female,Brazil,30704,2957,8,369.62,Toys & Games,Referral,Wallet,Mobile,Loyal,5.0,11,0,460,0.206,0.191,2,540,32.0,5,0.323,0.273,3,2,1,0,Latin America
ECO-00843,28,Male,UAE,58744,5161,11,469.18,Food & Gourmet,Social Media,UPI,Mobile,Champion,4.0,14,0,7807,0.338,0.089,1,2003,42.0,7,0.298,0.362,3,8,1,1,Middle East
ECO-00844,51,Male,Japan,46772,1778,9,197.56,Beauty & Care,Social Media,Wallet,Desktop,New Customer,5.0,158,1,13742,0.106,0.179,1,2485,92.0,11,0.317,0.084,3,3,1,0,Asia Pacific
ECO-00845,30,Female,USA,86682,7305,6,1217.5,Fashion,Paid Ads,Debit Card,Tablet,Lost,4.0,15,0,14534,0.3,0.294,3,2252,33.0,4,0.575,0.276,0,4,1,0,North America
ECO-00846,33,Male,France,68432,2156,5,431.2,Sports & Fitness,Organic Search,Buy Now Pay Later,Mobile,At-Risk,5.0,66,0,7666,0.633,0.27,0,1138,30.0,6,0.307,0.643,1,4,0,0,Europe
ECO-00847,36,Female,India,28737,1375,7,196.43,Sports & Fitness,Organic Search,Credit Card,Desktop,Lost,5.0,82,0,8371,0.332,0.089,2,2181,77.0,8,0.547,0.423,0,1,0,1,Asia Pacific
ECO-00848,42,Male,Mexico,16006,554,6,92.33,Electronics,Social Media,UPI,Mobile,Potential Loyalist,5.0,126,0,1617,0.4,0.243,2,547,30.0,7,0.589,0.657,0,6,1,1,Latin America
ECO-00849,32,Male,Australia,70102,4108,7,586.86,Electronics,Organic Search,UPI,Mobile,At-Risk,3.0,44,1,3352,0.251,0.095,4,1497,52.0,4,0.294,0.466,1,5,0,0,Asia Pacific
ECO-00850,18,Female,Canada,20020,1404,10,140.4,Toys & Games,Paid Ads,UPI,Smart TV,Hibernating,3.0,74,0,8287,0.254,0.108,1,1449,58.0,1,0.068,0.381,2,3,1,0,North America
ECO-00851,32,Female,France,39328,3730,12,310.83,Sports & Fitness,Social Media,Debit Card,Mobile,Loyal,5.0,15,0,8771,0.493,0.059,2,694,30.0,11,0.397,0.194,3,3,0,0,Europe
ECO-00852,37,Female,Canada,72257,6888,7,984.0,Fashion,Direct,Wallet,Mobile,At-Risk,4.0,30,0,6265,0.335,0.19,1,1375,30.0,9,0.332,0.535,2,2,1,1,North America
ECO-00853,18,Female,UAE,21187,2302,10,230.2,Food & Gourmet,Organic Search,Debit Card,Mobile,New Customer,5.0,36,0,11857,0.312,0.033,1,2320,30.0,6,0.312,0.321,1,3,0,0,Middle East
ECO-00854,47,Male,India,38073,3489,8,436.12,Beauty & Care,Email,Wallet,Mobile,Potential Loyalist,5.0,69,0,3620,0.384,0.023,0,874,30.0,4,0.379,0.607,2,2,1,1,Asia Pacific
ECO-00855,31,Male,South Korea,31591,906,6,151.0,Fashion,Social Media,Buy Now Pay Later,Tablet,Potential Loyalist,4.0,20,0,2864,0.198,0.063,0,2042,31.0,6,0.256,0.2,2,4,0,1,Asia Pacific
ECO-00856,18,Female,UK,226358,12000,3,4000.0,Sports & Fitness,Social Media,Crypto,Mobile,New Customer,4.0,13,0,3042,0.448,0.14,4,1466,43.0,6,0.534,0.197,3,4,0,1,Europe
ECO-00857,28,Male,Japan,42231,2077,11,188.82,Beauty & Care,Social Media,Debit Card,Tablet,Potential Loyalist,4.0,180,1,3750,0.281,0.021,0,1108,30.0,6,0.371,0.456,4,4,1,1,Asia Pacific
ECO-00858,53,Male,France,18769,2040,8,255.0,Beauty & Care,Paid Ads,UPI,Mobile,New Customer,3.0,13,0,7129,0.157,0.112,1,1838,66.0,6,0.373,0.391,2,3,1,0,Europe
ECO-00859,42,Male,UAE,36933,2498,11,227.09,Fashion,Organic Search,Debit Card,Mobile,At-Risk,5.0,23,0,9528,0.499,0.25,2,197,64.0,4,0.654,0.201,4,7,0,1,Middle East
ECO-00860,35,Female,India,26690,925,7,132.14,Beauty & Care,Social Media,Debit Card,Mobile,New Customer,2.0,46,0,58,0.507,0.112,5,1083,30.0,7,0.451,0.38,2,0,1,0,Asia Pacific
ECO-00861,32,Male,Germany,143700,12000,10,1200.0,Food & Gourmet,Email,Credit Card,Mobile,Loyal,4.0,222,1,7040,0.651,0.188,1,994,30.0,3,0.164,0.569,1,3,1,1,Europe
ECO-00862,18,Female,Germany,15942,948,13,72.92,Food & Gourmet,Email,Debit Card,Tablet,Champion,1.0,5,1,13238,0.475,0.077,1,1181,30.0,6,0.382,0.267,2,2,0,0,Europe
ECO-00863,33,Male,India,18301,1284,10,128.4,Electronics,Organic Search,Debit Card,Desktop,At-Risk,5.0,37,0,12227,0.573,0.051,1,1008,38.0,8,0.137,0.253,0,4,1,0,Asia Pacific
ECO-00864,44,Male,Mexico,88770,9013,6,1502.17,Electronics,Referral,UPI,Mobile,Hibernating,4.0,80,1,5299,0.648,0.079,0,636,142.0,6,0.497,0.316,2,4,1,1,Latin America
ECO-00865,24,Male,India,45389,1868,11,169.82,Food & Gourmet,Paid Ads,Credit Card,Mobile,Potential Loyalist,3.0,98,0,12768,0.14,0.035,4,687,30.0,5,0.358,0.587,2,2,1,1,Asia Pacific
ECO-00866,40,Female,South Korea,51235,1542,8,192.75,Sports & Fitness,Referral,Debit Card,Mobile,Loyal,5.0,46,0,431,0.046,0.035,2,1034,30.0,3,0.745,0.534,3,6,1,0,Asia Pacific
ECO-00867,25,Male,France,106422,3657,7,522.43,Toys & Games,Paid Ads,Buy Now Pay Later,Mobile,Loyal,3.0,40,0,6832,0.078,0.185,1,1374,30.0,9,0.197,0.237,4,5,1,0,Europe
ECO-00868,40,Male,South Korea,128015,5838,6,973.0,Books & Media,Referral,Debit Card,Mobile,Champion,5.0,174,1,12948,0.178,0.227,0,297,42.0,2,0.566,0.168,1,4,1,0,Asia Pacific
ECO-00869,19,Non-binary,Japan,81806,5067,5,1013.4,Fashion,Social Media,Wallet,Desktop,Champion,4.0,126,1,6834,0.562,0.077,1,2176,30.0,6,0.623,0.276,4,4,1,0,Asia Pacific
ECO-00870,38,Female,UK,21121,1748,11,158.91,Fashion,Organic Search,Debit Card,Tablet,Champion,2.0,70,0,11531,0.246,0.067,2,1726,40.0,3,0.428,0.52,3,9,1,1,Europe
ECO-00871,19,Male,Canada,32159,3501,14,250.07,Books & Media,Paid Ads,Debit Card,Mobile,Champion,3.0,69,0,5188,0.275,0.365,3,1526,30.0,8,0.439,0.15,1,4,1,1,North America
ECO-00872,18,Male,Germany,62197,6094,6,1015.67,Books & Media,Organic Search,UPI,Desktop,Loyal,4.0,13,0,9925,0.175,0.253,0,1257,30.0,5,0.121,0.626,1,3,1,1,Europe
ECO-00873,28,Male,Canada,119311,12000,8,1500.0,Beauty & Care,Social Media,Debit Card,Mobile,At-Risk,1.0,16,0,8474,0.14,0.068,0,496,70.0,7,0.613,0.449,0,7,1,1,North America
ECO-00874,30,Male,UK,21762,2531,9,281.22,Home & Garden,Referral,Debit Card,Mobile,Potential Loyalist,4.0,26,0,4904,0.192,0.158,1,463,30.0,3,0.265,0.133,2,3,1,1,Europe
ECO-00875,35,Male,Japan,22529,1784,13,137.23,Food & Gourmet,Paid Ads,Credit Card,Mobile,Hibernating,1.0,49,0,8538,0.295,0.366,1,952,32.0,8,0.474,0.312,2,6,0,1,Asia Pacific
ECO-00876,23,Male,USA,71647,3153,7,450.43,Electronics,Organic Search,UPI,Mobile,New Customer,4.0,45,0,6257,0.126,0.145,3,1189,30.0,7,0.478,0.255,2,2,1,1,North America
