customer_id,age,gender,country,annual_income,total_spend,num_orders,avg_order_value,preferred_category,acquisition_channel,payment_method,device_type,customer_segment,satisfaction_score,days_since_last_order,churn_risk,loyalty_points,email_open_rate,return_rate,referral_count,account_age_days,avg_session_duration_sec,pages_per_session,cart_abandonment_rate,discount_usage_rate,reviews_submitted,wishlist_items,mobile_app_user,newsletter_subscriber,region,clv_score,engagement_score,spend_to_income_ratio,recency_score,digital_maturity_score,value_tier,income_bracket,age_group,tenure_tier,session_depth,rfm_score,cluster,pca1,pca2
ECO-00680,31,Female,Brazil,88856,9754,11,886.73,Sports & Fitness,Referral,UPI,Desktop,New Customer,3.0,21,0,4431,0.322,0.072,3,836,30.0,9,0.781,0.352,2,3,1,1,Latin America,5431.03,0.2938,0.1098,0.9475,0.7675,Diamond,Premium,Millennial (26-35),2-4yr,Bouncer,0.6396,1,2.34005213159653,1.188535053584764
ECO-00681,18,Female,Brazil,31754,3000,6,500.0,Beauty & Care,Email,Debit Card,Desktop,New Customer,3.0,32,0,6495,0.374,0.003,3,250,32.0,11,0.317,0.176,1,3,1,1,Latin America,1794.6,0.2835,0.0945,0.92,0.7825,Gold,Mid,Gen Z (18-25),3-12mo,Bouncer,0.432,3,-0.4733773313826971,-0.09383702305747908
ECO-00682,32,Male,Canada,42393,2218,4,554.5,Books & Media,Organic Search,Credit Card,Mobile,Hibernating,5.0,78,1,5978,0.54,0.055,3,1666,30.0,8,0.197,0.097,2,3,1,0,North America,2096.01,0.2167,0.0523,0.805,0.46,Gold,High,Millennial (26-35),4yr+,Bouncer,0.3605,0,-0.13829703042218777,-1.0766327042892907
ECO-00683,18,Female,South Korea,33474,2496,7,356.57,Fashion,Referral,Credit Card,Mobile,Potential Loyalist,5.0,6,0,772,0.164,0.112,1,1842,74.0,5,0.346,0.418,1,4,1,1,Asia Pacific,2216.45,0.2002,0.0746,0.985,0.7375,Gold,Mid,Gen Z (18-25),4yr+,Bouncer,0.448,0,-0.08090086635684858,-0.6687321195491782
ECO-00684,18,Male,Brazil,62406,6906,10,690.6,Beauty & Care,Paid Ads,UPI,Mobile,At-Risk,3.0,11,0,9877,0.494,0.086,0,2322,35.0,4,0.43,0.715,2,3,0,0,Latin America,3787.25,0.1902,0.1107,0.9725,0.03,Diamond,Premium,Gen Z (18-25),4yr+,Bouncer,0.5714,1,1.0517972177354211,-0.1605662144527846
ECO-00685,33,Non-binary,Australia,29229,1572,7,224.57,Sports & Fitness,Organic Search,Wallet,Desktop,Loyal,3.0,71,0,13331,0.08,0.041,1,1189,30.0,7,0.366,0.45,2,4,1,1,Asia Pacific,904.53,0.1917,0.0538,0.8225,0.7525,Silver,Mid,Millennial (26-35),2-4yr,Bouncer,0.368,3,-1.1945697972132407,-0.75158439070201
ECO-00686,37,Female,UK,66394,4836,10,483.6,Sports & Fitness,Social Media,Wallet,Desktop,Potential Loyalist,4.0,9,1,5392,0.421,0.216,2,2360,30.0,10,0.482,0.298,1,8,1,0,Europe,3033.14,0.1994,0.0728,0.9775,0.475,Platinum,Premium,Gen X (36-45),4yr+,Bouncer,0.5214,0,0.5034404068972433,-0.01260732591463857
ECO-00687,34,Female,Canada,27057,2785,10,278.5,Food & Gourmet,Organic Search,Buy Now Pay Later,Desktop,Potential Loyalist,4.0,11,0,10712,0.03,0.034,1,1890,48.0,4,0.437,0.246,2,2,1,1,North America,2152.25,0.1842,0.1029,0.9725,0.73,Gold,Mid,Millennial (26-35),4yr+,Bouncer,0.4683,0,-0.3071986639848608,-0.16859276243100893
ECO-00688,54,Non-binary,Brazil,63537,5522,5,1104.4,Beauty & Care,Social Media,Credit Card,Mobile,Lost,5.0,34,1,8354,0.253,0.171,2,915,55.0,11,0.264,0.43,0,7,1,1,Latin America,4577.74,0.2316,0.0869,0.915,0.7825,Diamond,Premium,Boomer (46-55),2-4yr,Bouncer,0.4875,1,1.5170633335890193,-0.7563334958852638
ECO-00689,41,Non-binary,Canada,29546,1612,6,268.67,Home & Garden,Social Media,Credit Card,Mobile,Potential Loyalist,4.0,29,0,9180,0.206,0.048,1,1467,34.0,6,0.424,0.589,2,4,1,1,North America,1227.7,0.2165,0.0546,0.9275,0.745,Silver,Mid,Gen X (36-45),2-4yr,Bouncer,0.3999,0,-0.8259734022320533,-0.7504097126101558
ECO-00690,29,Female,UAE,59562,3106,9,345.11,Food & Gourmet,Referral,Debit Card,Mobile,Potential Loyalist,4.0,87,1,203,0.428,0.072,1,826,30.0,4,0.168,0.507,1,5,1,1,Middle East,2305.89,0.272,0.0521,0.7825,0.73,Platinum,High,Millennial (26-35),2-4yr,Bouncer,0.404,2,-0.12867742691386977,0.6573909597942829
ECO-00691,22,Female,France,53440,4586,13,352.77,Books & Media,Email,Debit Card,Mobile,Loyal,3.0,6,0,5100,0.232,0.043,1,2375,45.0,6,0.215,0.603,0,2,1,1,Europe,2633.28,0.2372,0.0858,0.985,0.745,Platinum,High,Gen Z (18-25),4yr+,Bouncer,0.5352,3,0.056125674145411364,1.038358480389941
ECO-00692,27,Female,France,42291,2908,13,223.69,Toys & Games,Email,Debit Card,Desktop,New Customer,4.0,19,0,10347,0.232,0.169,5,2433,30.0,7,0.6,0.231,1,4,0,0,Europe,1933.24,0.1872,0.0688,0.9525,0.0525,Gold,High,Millennial (26-35),4yr+,Bouncer,0.4819,0,-0.407596152922021,0.590151667524815
ECO-00693,28,Female,UAE,46142,2756,7,393.71,Electronics,Referral,Wallet,Tablet,At-Risk,5.0,13,0,9476,0.314,0.347,0,1472,60.0,9,0.342,0.048,3,4,1,1,Middle East,1799.67,0.2527,0.0597,0.9675,0.7675,Gold,High,Millennial (26-35),2-4yr,Bouncer,0.4484,0,-0.13800050380993395,-0.10683852387046258
ECO-00694,38,Male,Japan,89363,9190,16,574.38,Fashion,Referral,Debit Card,Desktop,Loyal,5.0,12,0,14084,0.351,0.11,5,996,193.0,5,0.413,0.196,1,1,0,0,Asia Pacific,8179.1,0.2244,0.1028,0.97,0.0375,Diamond,Premium,Gen X (36-45),2-4yr,Browser,0.6626,1,3.4497285179507196,1.7589464229689178
ECO-00695,29,Non-binary,USA,30297,2093,9,232.56,Fashion,Social Media,Buy Now Pay Later,Desktop,At-Risk,4.0,214,1,6825,0.363,0.29,5,976,30.0,4,0.13,0.667,3,5,1,1,North America,1188.82,0.3107,0.0691,0.465,0.73,Silver,Mid,Millennial (26-35),2-4yr,Bouncer,0.2676,2,-0.7617200121287875,1.2943279626510962
ECO-00696,36,Non-binary,India,37473,2826,9,314.0,Books & Media,Paid Ads,UPI,Desktop,Loyal,3.0,103,0,2291,0.355,0.175,2,372,91.0,10,0.783,0.67,1,2,1,1,Asia Pacific,1398.87,0.2788,0.0754,0.7425,0.775,Silver,Mid,Gen X (36-45),1-2yr,Bouncer,0.383,2,-0.7200781068830875,0.6996704311219861
ECO-00697,38,Non-binary,UAE,25804,1540,8,192.5,Sports & Fitness,Social Media,Wallet,Tablet,At-Risk,2.0,22,0,5105,0.108,0.036,0,1459,73.0,9,0.415,0.789,1,4,1,1,Middle East,593.82,0.1903,0.0597,0.945,0.7675,Bronze,Mid,Gen X (36-45),2-4yr,Bouncer,0.4159,3,-1.5324371230485572,-0.6741117262391414
ECO-00698,35,Non-binary,UK,39575,4041,7,577.29,Home & Garden,Referral,Buy Now Pay Later,Mobile,Loyal,4.0,25,0,5170,0.063,0.049,0,1318,34.0,2,0.325,0.565,2,7,1,1,Europe,3074.39,0.1649,0.1021,0.9375,0.715,Platinum,Mid,Millennial (26-35),2-4yr,Bouncer,0.47,0,0.36069798341065057,-1.0578072707715953
ECO-00699,29,Female,Mexico,44957,3996,10,399.6,Beauty & Care,Referral,Credit Card,Mobile,Champion,1.0,13,0,8789,0.194,0.06,1,911,30.0,8,0.655,0.368,3,3,0,0,Latin America,751.25,0.1427,0.0889,0.9675,0.06,Bronze,High,Millennial (26-35),2-4yr,Bouncer,0.4969,3,-1.1483408359103315,-0.7753358605220592
ECO-00700,38,Female,Germany,48051,4605,5,921.0,Electronics,Paid Ads,UPI,Mobile,At-Risk,3.0,180,1,13371,0.149,0.137,3,1727,33.0,4,0.364,0.167,1,4,0,0,Europe,2384.47,0.1056,0.0958,0.55,0.03,Platinum,High,Gen X (36-45),4yr+,Bouncer,0.3368,2,0.03512960452141816,-1.9322622761450483
ECO-00701,45,Female,India,86957,6678,11,607.09,Home & Garden,Paid Ads,Debit Card,Mobile,Hibernating,4.0,23,0,1596,0.092,0.209,3,278,33.0,5,0.727,0.291,0,4,0,0,Asia Pacific,4225.84,0.1113,0.0768,0.9425,0.0375,Diamond,Premium,Gen X (36-45),3-12mo,Bouncer,0.561,1,1.3022146008361364,-0.6735005682146286
ECO-00702,18,Female,Japan,47342,1796,8,224.5,Beauty & Care,Organic Search,UPI,Tablet,Lost,4.0,8,0,12906,0.492,0.13,2,70,71.0,5,0.628,0.43,1,3,0,1,Asia Pacific,1250.02,0.2963,0.0379,0.98,0.3375,Silver,High,Gen Z (18-25),<3mo,Bouncer,0.4346,0,-0.7702518445529539,0.5264414282036028
ECO-00703,53,Female,India,8395,792,11,72.0,Beauty & Care,Referral,Debit Card,Desktop,Lost,5.0,30,0,4363,0.517,0.085,3,1020,42.0,7,0.651,0.504,2,5,1,1,Asia Pacific,724.68,0.3376,0.0943,0.925,0.7525,Bronze,Low,Boomer (46-55),2-4yr,Bouncer,0.4077,0,-1.023923407622541,1.7690090010896633
ECO-00704,24,Female,Brazil,52090,3521,9,391.22,Beauty & Care,Organic Search,Wallet,Mobile,Champion,5.0,22,0,13468,0.207,0.088,1,534,30.0,6,0.403,0.207,3,2,1,0,Latin America,3211.15,0.1367,0.0676,0.945,0.445,Platinum,High,Gen Z (18-25),1-2yr,Bouncer,0.4713,0,0.4432112207250986,-0.8278666153546514
ECO-00705,18,Female,Germany,85448,7926,8,990.75,Fashion,Organic Search,Credit Card,Desktop,Hibernating,3.0,23,1,7514,0.388,0.042,3,113,134.0,12,0.251,0.403,2,2,1,0,Europe,4555.86,0.2053,0.0928,0.9425,0.49,Diamond,Premium,Gen Z (18-25),3-12mo,Browser,0.5747,1,1.6070643409780063,-0.45368390719093676
ECO-00706,42,Female,Germany,59840,6105,5,1221.0,Toys & Games,Email,Crypto,Desktop,Potential Loyalist,4.0,30,0,12533,0.426,0.398,4,2221,30.0,5,0.345,0.69,1,5,0,1,Europe,2940.17,0.2873,0.102,0.925,0.3375,Platinum,High,Gen X (36-45),4yr+,Bouncer,0.5055,0,0.9098270313924477,-0.24362485844346718
ECO-00707,36,Male,South Korea,73747,5215,5,1043.0,Electronics,Social Media,Debit Card,Mobile,Loyal,4.0,16,0,7071,0.365,0.039,2,1041,96.0,2,0.417,0.271,0,4,0,1,Asia Pacific,4009.29,0.2371,0.0707,0.96,0.315,Diamond,Premium,Gen X (36-45),2-4yr,Bouncer,0.4955,1,1.0402515488934938,-0.7880831331512343
ECO-00708,35,Female,Canada,16549,1209,14,86.36,Food & Gourmet,Email,Crypto,Mobile,Loyal,2.0,31,0,1680,0.298,0.051,1,1184,30.0,6,0.478,0.062,2,5,1,0,North America,458.94,0.1728,0.0731,0.9225,0.445,Bronze,Low,Millennial (26-35),2-4yr,Bouncer,0.4348,3,-1.7791825751694723,0.5868610401276313
ECO-00709,40,Male,South Korea,21593,1352,11,122.91,Beauty & Care,Paid Ads,Wallet,Mobile,Hibernating,5.0,1,0,6445,0.325,0.005,1,1788,47.0,6,0.759,0.706,1,5,1,1,Asia Pacific,1345.24,0.2596,0.0626,0.9975,0.745,Silver,Low,Gen X (36-45),4yr+,Bouncer,0.4471,0,-0.7052061714000168,0.8971418510210474
ECO-00710,40,Female,France,92852,2581,11,234.64,Sports & Fitness,Organic Search,UPI,Mobile,Champion,5.0,78,0,14013,0.542,0.102,1,1427,30.0,4,0.256,0.244,3,6,0,1,Europe,2317.74,0.3238,0.0278,0.805,0.33,Platinum,Premium,Gen X (36-45),2-4yr,Bouncer,0.4104,0,-0.05266508656378161,1.7173653906580164
ECO-00711,39,Female,UK,33660,3263,9,362.56,Sports & Fitness,Organic Search,Debit Card,Mobile,Loyal,5.0,27,0,3801,0.473,0.11,0,1089,63.0,5,0.553,0.576,2,4,1,0,Europe,2904.07,0.1833,0.0969,0.9325,0.4375,Platinum,Mid,Gen X (36-45),2-4yr,Bouncer,0.4604,0,0.29524839094028965,-0.3295007292217381
ECO-00712,34,Male,USA,25943,1265,10,126.5,Home & Garden,Paid Ads,Credit Card,Mobile,Hibernating,3.0,190,1,618,0.351,0.017,1,594,30.0,5,0.3,0.274,1,1,1,1,North America,746.1,0.2594,0.0488,0.525,0.7375,Bronze,Mid,Millennial (26-35),1-2yr,Bouncer,0.2737,2,-1.3658109372460692,0.8942179575272822
ECO-00713,18,Male,UAE,21098,1797,9,199.67,Fashion,Referral,Credit Card,Smart TV,Potential Loyalist,4.0,1,0,9529,0.254,0.086,4,1084,30.0,5,0.415,0.279,2,4,1,0,Middle East,1313.97,0.1685,0.0852,0.9975,0.4375,Silver,Low,Gen Z (18-25),2-4yr,Bouncer,0.4466,0,-0.8241519663374635,-0.5928847070747806
ECO-00714,41,Male,France,257427,12000,8,1500.0,Sports & Fitness,Social Media,Buy Now Pay Later,Desktop,Lost,4.0,161,1,10285,0.286,0.091,4,1319,30.0,3,0.23,0.319,7,4,0,1,Europe,8726.4,0.3048,0.0466,0.5975,0.3225,Diamond,Premium,Gen X (36-45),2-4yr,Bouncer,0.5558,1,4.273227016221211,0.9165963161918859
ECO-00715,39,Female,France,31107,2657,11,241.55,Food & Gourmet,Organic Search,Debit Card,Desktop,Potential Loyalist,4.0,9,0,9883,0.235,0.058,2,2480,30.0,6,0.29,0.246,0,3,0,0,Europe,2002.32,0.1396,0.0854,0.9775,0.045,Gold,Mid,Gen X (36-45),4yr+,Bouncer,0.4727,0,-0.4286551774481869,-0.4041586572054029
ECO-00716,26,Female,France,22673,1167,11,106.09,Electronics,Paid Ads,Credit Card,Mobile,At-Risk,3.0,56,0,5052,0.387,0.151,1,2030,35.0,4,0.361,0.498,2,3,1,1,Europe,594.47,0.2776,0.0515,0.86,0.73,Bronze,Low,Millennial (26-35),4yr+,Bouncer,0.3943,3,-1.4317310610697358,1.0762324004761914
ECO-00717,27,Male,UK,63830,2660,4,665.0,Fashion,Social Media,Debit Card,Tablet,Loyal,2.0,30,0,6602,0.511,0.005,0,676,123.0,3,0.242,0.455,1,6,1,0,Europe,1058.68,0.1594,0.0417,0.925,0.4225,Silver,Premium,Millennial (26-35),1-2yr,Browser,0.4136,3,-1.0413034331253561,-1.9371228327264682
ECO-00718,39,Male,Germany,52181,4297,6,716.17,Sports & Fitness,Paid Ads,Credit Card,Mobile,Loyal,3.0,75,1,2141,0.112,0.133,1,1471,30.0,8,0.591,0.457,1,9,1,0,Europe,2235.3,0.0905,0.0823,0.8125,0.46,Gold,High,Gen X (36-45),2-4yr,Bouncer,0.4268,3,-0.10082871059820811,-2.046617831208813
ECO-00719,28,Male,France,50629,3607,10,360.7,Electronics,Email,Debit Card,Desktop,At-Risk,5.0,58,0,10148,0.223,0.116,4,2269,30.0,4,0.242,0.803,4,8,0,1,Europe,3188.59,0.2774,0.0712,0.855,0.33,Platinum,High,Millennial (26-35),4yr+,Bouncer,0.4478,0,0.49741656961073155,0.9568131945566094
ECO-00720,18,Female,Brazil,12484,692,10,69.2,Food & Gourmet,Paid Ads,Wallet,Tablet,Champion,5.0,1,1,14739,0.397,0.013,1,1850,76.0,12,0.407,0.566,1,6,1,1,Latin America,683.0,0.2884,0.0554,0.9975,0.79,Bronze,Low,Gen Z (18-25),4yr+,Bouncer,0.4248,0,-1.0625820519162361,0.959760358389352
ECO-00721,18,Non-binary,Australia,23664,1486,9,165.11,Home & Garden,Direct,Credit Card,Desktop,Loyal,3.0,5,0,9364,0.338,0.23,4,797,52.0,6,0.277,0.617,0,7,0,1,Asia Pacific,686.53,0.277,0.0628,0.9875,0.345,Bronze,Low,Gen Z (18-25),2-4yr,Bouncer,0.4353,3,-1.2781338583076138,0.4994603984701021
ECO-00722,37,Male,UAE,136941,12000,9,1333.33,Fashion,Organic Search,Crypto,Desktop,Loyal,5.0,49,0,14163,0.603,0.243,1,531,47.0,7,0.433,0.311,0,3,1,1,Middle East,9084.0,0.3157,0.0876,0.8775,0.7525,Diamond,Premium,Gen X (36-45),1-2yr,Bouncer,0.6596,1,4.611349001510144,1.1190170001256095
ECO-00723,36,Male,Japan,59987,5266,8,658.25,Books & Media,Email,Credit Card,Mobile,Champion,4.0,14,0,12728,0.321,0.001,2,522,30.0,5,0.324,0.559,1,4,1,1,Asia Pacific,4208.59,0.2536,0.0878,0.965,0.7375,Diamond,High,Gen X (36-45),1-2yr,Bouncer,0.5161,1,1.0741500650190765,0.09725567688257851
ECO-00724,48,Female,Mexico,7747,107,6,17.83,Fashion,Email,Wallet,Mobile,Loyal,5.0,10,0,6936,0.37,0.1,2,1997,35.0,8,0.408,0.52,0,4,1,1,Latin America,96.3,0.2575,0.0138,0.975,0.76,Bronze,Low,Boomer (46-55),4yr+,Bouncer,0.3789,0,-1.3494123758207894,-0.30325733815099337
ECO-00725,23,Male,Germany,19747,1590,7,227.14,Sports & Fitness,Referral,Debit Card,Mobile,New Customer,3.0,41,0,11083,0.37,0.29,0,834,34.0,4,0.368,0.656,3,4,1,1,Europe,677.34,0.2542,0.0805,0.8975,0.73,Bronze,Low,Gen Z (18-25),2-4yr,Bouncer,0.3947,3,-1.2351486466553272,-0.1506704966647735
ECO-00726,43,Non-binary,UK,47324,3955,8,494.38,Electronics,Direct,Credit Card,Mobile,Loyal,4.0,18,1,14101,0.122,0.091,2,1214,30.0,7,0.349,0.477,2,2,0,0,Europe,2876.08,0.1163,0.0836,0.955,0.0525,Platinum,High,Gen X (36-45),2-4yr,Bouncer,0.4798,0,0.23171989757825476,-1.3451205646273878
ECO-00727,33,Female,France,42040,2982,11,271.09,Fashion,Organic Search,Buy Now Pay Later,Mobile,At-Risk,4.0,99,0,7381,0.2765,0.068,1,1012,37.0,7,0.487,0.453,1,2,1,1,Europe,2223.38,0.25,0.0709,0.7525,0.7525,Gold,High,Millennial (26-35),2-4yr,Bouncer,0.4021,2,-0.23599577737541302,0.9239597891990193
ECO-00728,21,Male,UK,63114,7079,12,589.92,Toys & Games,Referral,Credit Card,Desktop,Loyal,4.0,5,0,14213,0.252,0.285,3,2275,43.0,2,0.073,0.622,2,12,1,0,Europe,4049.19,0.163,0.1122,0.9875,0.415,Diamond,Premium,Gen Z (18-25),4yr+,Bouncer,0.5926,1,1.3472411435254557,0.0731445340384088
ECO-00729,36,Female,Brazil,37448,1539,13,118.38,Sports & Fitness,Organic Search,UPI,Mobile,Champion,4.0,47,0,7581,0.126,0.306,1,1657,30.0,6,0.218,0.492,1,5,1,0,Latin America,854.45,0.1182,0.0411,0.8825,0.445,Bronze,Mid,Gen X (36-45),4yr+,Bouncer,0.4232,0,-1.1489044632559324,-0.08740951748425586
ECO-00730,39,Female,France,27928,959,7,137.0,Fashion,Paid Ads,Wallet,Desktop,Loyal,3.0,3,0,14952,0.109,0.248,2,1056,81.0,4,0.334,0.314,5,4,1,0,Europe,432.7,0.1239,0.0343,0.9925,0.43,Bronze,Mid,Gen X (36-45),2-4yr,Bouncer,0.4122,3,-1.5275064100009248,-1.591652687212816
ECO-00731,51,Male,India,21745,1453,8,181.62,Food & Gourmet,Social Media,Debit Card,Mobile,Champion,4.0,16,0,9403,0.522,0.049,2,1793,35.0,6,0.228,0.15,2,2,1,0,Asia Pacific,1105.44,0.2138,0.0668,0.96,0.445,Silver,Low,Boomer (46-55),4yr+,Bouncer,0.419,0,-0.9428607154993384,-0.32695292689012395
ECO-00732,21,Female,UAE,28712,3427,5,685.4,Books & Media,Social Media,Debit Card,Mobile,Hibernating,4.0,11,1,5787,0.206,0.343,2,395,46.0,8,0.395,0.32,1,7,1,0,Middle East,1801.23,0.1198,0.1194,0.9725,0.46,Gold,Mid,Gen Z (18-25),1-2yr,Bouncer,0.4552,0,-0.2095092996275808,-2.0408903127549576
ECO-00733,18,Female,Japan,91728,8580,6,1430.0,Home & Garden,Referral,Debit Card,Desktop,Loyal,4.0,15,0,8218,0.221,0.161,3,673,32.0,8,0.866,0.356,1,2,0,0,Asia Pacific,5758.9,0.1377,0.0935,0.9625,0.06,Diamond,Premium,Gen Z (18-25),1-2yr,Bouncer,0.5864,1,2.3991192886352635,-1.5963810651786612
ECO-00734,43,Female,UK,72735,3999,15,266.6,Beauty & Care,Social Media,Wallet,Mobile,New Customer,3.0,31,0,14970,0.11,0.272,0,1879,30.0,9,0.323,0.234,0,7,0,1,Europe,1746.76,0.2125,0.055,0.9225,0.3675,Gold,Premium,Gen X (36-45),4yr+,Bouncer,0.5104,3,-0.4442339553972723,1.296570671671544
ECO-00735,27,Female,Brazil,51241,2640,10,264.0,Fashion,Organic Search,Credit Card,Mobile,At-Risk,5.0,8,0,8629,0.133,0.332,1,753,36.0,5,0.375,0.465,1,1,0,1,Latin America,1763.52,0.2049,0.0515,0.98,0.3375,Gold,High,Millennial (26-35),2-4yr,Bouncer,0.4673,0,-0.2550849862909613,0.09525504163744064
ECO-00736,35,Female,Brazil,11634,1206,4,301.5,Sports & Fitness,Social Media,Wallet,Desktop,Loyal,4.0,23,0,7820,0.165,0.102,2,388,32.0,7,0.496,0.466,1,4,1,0,Latin America,866.39,0.1029,0.1037,0.9425,0.4525,Bronze,Low,Millennial (26-35),1-2yr,Bouncer,0.3834,0,-1.064090241896369,-2.4342693215335336
ECO-00737,30,Female,Japan,42872,4393,10,439.3,Toys & Games,Direct,Debit Card,Mobile,Hibernating,4.0,105,0,8476,0.048,0.33,1,1160,30.0,9,0.397,0.612,2,4,1,0,Asia Pacific,2354.65,0.1012,0.1025,0.7375,0.4675,Platinum,High,Millennial (26-35),2-4yr,Bouncer,0.4263,2,0.10202699096886927,-0.8722851075891909
ECO-00738,35,Male,South Korea,32481,1517,4,379.25,Electronics,Email,Debit Card,Smart TV,New Customer,4.0,6,0,9296,0.164,0.114,3,1683,33.0,9,0.498,0.315,1,6,0,0,Asia Pacific,1075.25,0.1177,0.0467,0.985,0.0675,Silver,Mid,Millennial (26-35),4yr+,Bouncer,0.406,0,-0.9069612101342012,-2.3093924059399566
ECO-00739,19,Female,Mexico,29250,1639,15,109.27,Home & Garden,Paid Ads,UPI,Mobile,Loyal,4.0,26,0,3297,0.193,0.039,3,89,30.0,5,0.114,0.193,0,4,1,0,Latin America,1260.06,0.1532,0.056,0.935,0.4375,Silver,Mid,Gen Z (18-25),<3mo,Bouncer,0.4557,0,-1.0022364422244494,0.7207386640670949
ECO-00740,66,Female,Mexico,34379,2120,6,353.33,Fashion,Paid Ads,UPI,Tablet,Hibernating,4.0,227,1,12736,0.377,0.007,1,580,44.0,4,0.536,0.676,1,1,1,0,Latin America,1684.13,0.1468,0.0617,0.4325,0.43,Gold,Mid,Senior (56+),1-2yr,Bouncer,0.2394,2,-0.6068487343417688,-1.1176130818371686
ECO-00741,30,Male,South Korea,45107,4081,8,510.12,Toys & Games,Referral,Credit Card,Mobile,Hibernating,2.0,60,0,12526,0.145,0.029,4,1348,30.0,8,0.414,0.426,2,5,1,0,Asia Pacific,1585.06,0.1446,0.0905,0.85,0.46,Gold,High,Millennial (26-35),2-4yr,Bouncer,0.4462,3,-0.5984387563963008,-1.086041662609034
ECO-00742,30,Male,Japan,22114,2783,5,556.6,Fashion,Social Media,UPI,Desktop,At-Risk,4.0,65,0,12406,0.097,0.091,3,1593,37.0,3,0.856,0.31,1,3,1,1,Asia Pacific,2023.8,0.1901,0.1258,0.8375,0.7225,Gold,Low,Millennial (26-35),4yr+,Bouncer,0.3919,0,-0.26553103477594225,-1.1982285323803032
ECO-00743,22,Non-binary,Canada,35213,3714,7,530.57,Home & Garden,Direct,Credit Card,Mobile,Hibernating,1.0,6,0,14535,0.205,0.182,1,1446,30.0,3,0.361,0.294,2,9,0,0,North America,607.61,0.1129,0.1055,0.985,0.0225,Bronze,Mid,Gen Z (18-25),2-4yr,Bouncer,0.4784,3,-1.2241301610144313,-1.816175202329727
ECO-00744,34,Male,UAE,105784,10164,14,726.0,Books & Media,Paid Ads,UPI,Desktop,Lost,5.0,17,0,11941,0.394,0.139,0,1191,31.0,5,0.636,0.402,0,2,0,1,Middle East,8751.2,0.2693,0.0961,0.9575,0.3375,Diamond,Premium,Millennial (26-35),2-4yr,Bouncer,0.6709,1,3.940862864769572,1.7653858185291231
ECO-00745,38,Male,Germany,31940,823,10,82.3,Toys & Games,Social Media,Buy Now Pay Later,Desktop,Champion,4.0,14,0,14623,0.211,0.333,1,1528,44.0,8,0.552,0.714,1,2,0,1,Europe,439.15,0.2319,0.0258,0.965,0.36,Bronze,Mid,Gen X (36-45),4yr+,Bouncer,0.4167,0,-1.3540437161050425,0.33349269671782356
ECO-00746,37,Female,UK,29339,2298,7,328.29,Books & Media,Social Media,UPI,Mobile,Hibernating,5.0,33,0,5595,0.201,0.231,2,1776,48.0,4,0.772,0.041,0,0,1,0,Europe,1767.16,0.1094,0.0783,0.9175,0.43,Gold,Mid,Gen X (36-45),4yr+,Bouncer,0.4194,0,-0.329837503343851,-1.5768878785219236
ECO-00747,31,Female,France,30231,1230,5,246.0,Toys & Games,Referral,Debit Card,Tablet,Potential Loyalist,1.0,38,0,12819,0.176,0.151,2,153,95.0,1,0.382,0.306,1,4,1,1,Europe,208.85,0.1948,0.0407,0.905,0.7075,Bronze,Mid,Millennial (26-35),3-12mo,Bouncer,0.3767,3,-1.8972530648301005,-1.3667619169195748
ECO-00748,24,Female,Mexico,59253,3986,10,398.6,Toys & Games,Organic Search,Debit Card,Desktop,Loyal,3.0,322,0,5336,0.387,0.079,3,1470,40.0,5,0.357,0.355,4,4,0,0,Latin America,2202.66,0.2109,0.0673,0.195,0.0375,Gold,High,Gen Z (18-25),2-4yr,Bouncer,0.2262,2,-0.24308036371527386,0.6285266569693442
ECO-00749,38,Male,USA,23402,2785,8,348.12,Books & Media,Social Media,Wallet,Desktop,Potential Loyalist,4.0,47,0,14353,0.233,0.033,0,1939,59.0,1,0.699,0.706,1,1,1,0,North America,2154.48,0.1016,0.119,0.8825,0.4075,Gold,Low,Gen X (36-45),4yr+,Bouncer,0.4252,0,-0.3131689613215744,-1.4476556206619904
ECO-00750,30,Non-binary,Canada,56614,2801,9,311.22,Home & Garden,Paid Ads,Debit Card,Desktop,At-Risk,2.0,97,0,4484,0.232,0.105,2,2043,69.0,6,0.27,0.317,0,6,1,0,North America,1002.76,0.1305,0.0495,0.7575,0.445,Silver,High,Millennial (26-35),4yr+,Bouncer,0.3876,3,-1.1414372830121566,-0.9282099870511188
ECO-00751,18,Male,UK,32930,2788,8,348.5,Fashion,Email,Credit Card,Mobile,Lost,4.0,113,0,14067,0.123,0.338,3,19,30.0,8,0.472,0.547,4,5,1,0,Europe,1476.52,0.1441,0.0847,0.7175,0.46,Gold,Mid,Gen Z (18-25),<3mo,Bouncer,0.3675,2,-0.5363789681870478,-0.8832439512705111
ECO-00752,23,Non-binary,Mexico,34609,1888,13,145.23,Books & Media,Email,UPI,Desktop,Potential Loyalist,3.0,7,0,6289,0.375,0.103,1,1385,30.0,15,0.805,0.236,1,4,1,1,Latin America,1016.12,0.3029,0.0546,0.9825,0.8125,Silver,Mid,Gen Z (18-25),2-4yr,Bouncer,0.4669,3,-1.128443357349982,1.7289845760605298
